streetAddress,zipcode,description,latitude,longitude,hasCooling,hasGarage,hasHeating,parkingSpaces,latestPrice,lotSizeSqFt,livingAreaSqFt,numOfBathrooms,numOfBedrooms,numOfStories,pr_sqft
14713 Calaveras Dr,78717,"A one of a kind custom-built David Weekley home nestled on an over-sized corner lot on a cul-de-sac near the front of the subdivision that is in walking distance from the community playground, swimming pool & tennis and basketball court in the highly acclaimed Round Rock School district adjacent to the infamous Avery Ranch golf course and popular Lakeline shopping.  A striking, bright, & open floor plan that is modernly designed & highlighted w/ soaring 25' cathedral ceilings, floor to ceiling windows, triple crown molding, large niches, a spiral staircase, & an updated kitchen.  Discerning buyers please schedule a showing as this one of kind- high caliber home is generating a significant amount of interest, offers, and will not last long.",30.48960304,-97.76959229,1,1,1,5,599000,13503.6,3371,4,4,2,178
10704 Pratt Ln,78748,"Greenbelt home with only one neighbor. Quiet community with a great family atmosphere.  4 beds upstairs, and guest suite down that could also serve as office.  Office in front of house, that could be a kids playroom or study/music room.  Remodeled stairs that are a must see!  Bonus room added on to back porch that has A/C and is insulated, perfect for kids playroom, dog room separate of main part of house, or another office.  Home surrounded by trees that provide plenty of shade for those Texas Summers!",30.17221832,-97.84563446,1,0,1,0,415000,6926,3217,3,5,2,129
1911 Melissa Oaks Ln,78744,"1911 Melissa Oaks Ln, Austin, TX 78744 is a single family home that contains 2,217 sq ft and was built in 2005. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $336,448. The Rent Zestimate for this home is $1,950/mo. ",30.15770531,-97.78237152,1,1,1,2,260000,6260,2217,3,3,2,117
4624 Yellow Rose Trl,78749,"Lovely 3 bedrooms, 2 bathrooms single story home in sought after SW Austin subdivision of Westcreek. Great location with easy access to Mopac / 290 / 360. Walking distance to trails, Whole Foods, Kerbey Lane. Minutes to Downtown",30.2269001,-97.84100342,1,1,1,2,385000,7927,1919,2,3,1,201
10104 Wading Pool Path,78748,"10104 Wading Pool Path, Austin, TX 78748 is a single family home that contains 1,975 sq ft and was built in 2014. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $379,354. The Rent Zestimate for this home is $2,195/mo. ",30.16850662,-97.82015228,1,1,1,2,339900,4617,1975,3,3,2,172
4909 Blueberry Trl,78723,"4909 Blueberry Trl, Austin, TX 78723 is a single family home that contains 1,380 sq ft and was built in 1959. It contains 2 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $437,007. The Rent Zestimate for this home is $2,000/mo. ",30.29631233,-97.68715668,1,0,1,0,369900,9060,1380,2,2,1,268
7304 Blessing Ave,78752,"Totally remodeled house NEW Build Permit pulled and CO (certificate of Occupancy) issued.  Rebuilt from the foundation to the shingles on the roof.  Beautiful granite counter tops, all new kitchen, new bathrooms with granite tops and all new cabinets everywhere!  Wood flooring throughout with hard tile in the bathrooms.  Separate laundry area and separate small office area and TANKLESS water heater in the attic.  Home will sell quickly.",30.33032036,-97.69445038,1,1,1,2,375000,1874,1137,2,3,1,330
8203 Alcorn Cir,78748,"Immaculate two-level house in a quiet circle located in South Austin; only minutes from Southpark Meadows. Completely remodeled in 2014, this home boasts vaulted ceilings, an open floor plan, a fireplace, modern cement floors, stainless steel refrigerator (conveys), a two-car garage, a large walk-in shower in the master suite, a large backyard, and a newly installed roof in October 2020. The house is currently vacant and ready for you to see!",30.17988586,-97.79437256,1,1,1,2,410000,7579,1546,3,4,2,265
9412 Notches Dr,78748,"9412 Notches Dr, Austin, TX 78748 is a single family home that contains 2,073 sq ft and was built in 1996. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $386,498. The Rent Zestimate for this home is $1,999/mo. ",30.18406677,-97.83647919,1,0,1,0,345000,5227,2073,3,4,2,166
7500 Pantherpaw St,78757,"Super cute farmhouse with shed roof, hardwoods, panel doors, granite counters, stainless, coffered ceiling in kitchen open to the family room, separate office downstairs with full bath, Master up en suite bath, bedroom #2 and #3 with full bath #2 upstairs. loft living, Utility closet with stackable washer/dryer that convey.  Full blinds.  HO does front yard. Fenced back yard area, gas stub for grille on patio.  home is next to the greenpark with hammocks, one of two parks. Close to Crestview rail station!",30.34339714,-97.72006226,1,1,1,2,599000,3289,1759,3,4,2,341
315 Lexington Dr,78737,"3 bedroom, 2 bath home plus office available in Belterra. Well kept home with great floorpan tucked wonderfully in a well treed lot with amazing back porch that opens to a large lot! Sit on the back porch, sip a cup of coffee and relax. Conveniently located to Belterra Village where you can partake in fabulous restaurants and entertainment!",30.20043564,-97.9863205,1,1,1,2,385000,4199,2148,2,3,1,179
1012 Milam Pl,78704,"Gorgeous, sophisticated custom 4bed 3bath home in the center of Travis Heights! Incredible curb appeal, tucked away on interior street w/ downtown views from the master bedroom! Walk to SoCo, Town Lake, and Downtown! Stunning open kitchen w/ high-end finishes + wet bar with beer on tap! Highly energy efficient, w/ spray foam insulation. Luxurious master suite and tons of natural light. Custom AV system, EV charger, motorized shades, and beautiful xeriscaping with irrigation. A perfect lock and leave home!",30.24729347,-97.73865509,1,1,1,1,399000,4399,2323,3,4,2,172
11907 Shropshire Blvd,78753,"This beautifully remodeled 3 bedroom, 2.5 bathroom home in the Copperfield neighborhood of northeast Austin certainly won't last, so come see it today! This home has been meticulously remodeled featuring high quality finishes, fresh contemporary colors, and modern fixtures that really pop! Imagine the possibilities for the converted garage, what will you do with this amazing space.. office, studio, home theater? This galley style kitchen, opening to the breakfast/dining area is where style meets function, with its stainless steel appliances, fresh white subway tile, brass pulls, and the utilitarian beauty of the butcher block counters. Sliding doors off the living room lead to a great, shaded back yard, perfect for entertaining, play, and just relaxing! Conveniently located near IH-35, Tech Ridge, and the Domain for all of your daily needs! Access to the Walnut Creek Trail system just 2 blocks away! 16 miles to the airport, 10 miles to The Capitol/Downtown, 9 miles to UT campus.",30.38055038,-97.66083527,1,0,1,0,297000,6969,1878,3,3,2,158
5428 Moon Shadow Dr,78735,"Luxurious Travis Country home with modern updates on a highly coveted lot with direct trail access to Greenbelt. Spacious open floor plan with flexible spaces for dining/entertaining including formal dining, built-in breakfast nook, 2 living spaces or living + flex space or 4th bed, outdoor dining/entertaining space/updated landscaping. Professionally designed + remodeled bathrooms, updated gourmet kitchen, bonus office. All hardwood, no carpet! Don't miss this one of a kind, completely remodeled home!",30.25603867,-97.83802795,1,1,1,2,724000,7927,2250,2,3,1,322
6709 Loretta White Ln,78744,"UNDER CONSTRUCTION-EST. COMPLETION IN AUG 2019.  FINAL LINCOLN FLOORPLAN BEING BUILT IN RESERVE AT MCKINNEY. THIS POPULAR DESIGN IS A VERY OPEN 4 BED 2 STORY WITH A TREMENDOUS KITCHEN WITH ABUNDANT CABINET STORAGE & GRANITE WORK SURFACE FOR LOTS OF KITCHEN PREP SPACE & A LOFTED 2 STORY LIVING ROOM AREA. THIS HOME HAS GAS UTILITY FOR ALL THAT CAN BE, 18"" TILE THROUGHOUT & A FULL SPRINKLER SYSTEM.  COMMUNITY BACKS DIRECTLY TO MCKINNEY FALLS PARK.  OASIS STYLE POOL & PARK NOW OPEN!",30.16980934,-97.73049164,1,0,1,0,313990,5501,2361,3,4,2,133
10908 Gerald Allen Loop,78748,"Prime location in front of Homeowner's Park/Hike & Bike Trail. Modern upgrades throughout: porcelain hand scraped wood look tile on 1st floor and new carpet upstairs. Kitchen features granite countertops w/porcelain arabesque backsplsh, 5 burner Stainless Steel Samsung convection oven w/warming drawer, built in convection microwave, Stainless island, large panty and utility room. Bathrooms remodeled w/double sink quartz counters and new fixtures. House freshly painted inside and out.  Gorgeous!",30.16154289,-97.83462524,1,0,1,0,310000,5183,1981,3,3,2,156
10806 Wandering Way,78754,"Single story 3/2/2 with wonderful curb appeal just waiting for your design vision! Great floor plan, vaulted ceilings in living, built in and storage galore. Scenic backyard with direct access to Walnut Creek greenbelt. No neighbors behind!",30.36624718,-97.66585541,1,0,1,0,310000,11761.2,1824,2,3,1,170
3416 Oxsheer Dr,78732,"Beautiful 4 BR/3 BA/2 Car Garage home in acclaimed Steiner Ranch community with exemplary schools. 
Excellent floor plan along with many extras including:
~3000 sq ft
1 - Guest bedroom and 1 full bath downstairs
1 - Master bedroom and bath with attached nursery  (upstairs) 
2 - Bedrooms s and 1 Bath (upstairs) 
Game Room Upstairs
Large open kitchen with granite countertops and Breakfast Area overlooking Family room  
Separate Formal Living and Dining Rooms
Bamboo HW flooring in formal Dining, Living and Family rooms, 2 year new carpet in all rooms and Tiles and Hallways and Bathrooms
Lush Green Backyard and large trees
Front Yard is adjacent to greenbelt
Common Area includes: 3 Swimming Pools (1 within walking distance),  beautiful park and soccer field within walking distance, Community Hall for rentals, many hiking and biking trails.  

Asking $2750/month rent
Please Contact: Puneet @ 512-879-8630


Neighborhood Description

Exemplary Schools. Rolling Hills with many outdoor amenities  ",30.37665176,-97.89860535,1,1,1,2,369900,8145,3032,3,4,2,122
8912 Milton Lease Dr,78747,Beautiful single story home in the much desired McKinney Heights neighborhood! Super open floor plan with kitchen over looking the living room. Lower kitchen cabinets are enhanced with three Lynk Professional Slide Out Organizers. Large master bedroom with walk-in closet customized with elfa shelving and organization system for maximizing closet space. Large relaxing covered patio in backyard with custom drapes for a spa like feel.  Short walk to the community park/pool. Only 15 mins to downtown Austin.,30.14757156,-97.7390213,1,0,1,0,215000,4051,1314,2,3,1,164
3309 Bosque Ln,78754,"3309 Bosque Ln, Austin, TX 78754 is a single family home that contains 1,538 sq ft and was built in 1965. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $369,204. The Rent Zestimate for this home is $1,800/mo. ",30.33257484,-97.65661621,1,1,1,2,305000,12632.4,1538,2,3,1,198
11401 Pickard Ln,78748,"Large two story home in the Hillcrest neighborhood! Beautiful trees + landscaping in the front and back of home. Tons of natural light flood the dining and living room areas. Kitchen features center island and granite counters. Upstairs living is perfect for kids! Spacious master bedroom w/ suite including double vanity + walk in shower. Enjoy time outside with large patio and private backyard facing a greenbelt! Easy access to downtown, restaurants, + shopping! *Afternoon Showings Only*",30.15634346,-97.83854675,1,0,1,0,339000,7797,3506,3,4,2,97
9716 Moorberry St,78729,"Desirable one story living close to downtown Austin!Fireside family room w/ french doors leading out to level backyard with storage shed. With easy access to shopping and restaurants, this home gives you generous space to enjoy.No carpet throughout. Water heater replaced in 2017.Roof is only 9 years old. Updated white kitchen w/ gas range.Double paned windows.Low maintenance yard w/ gorgeous tree filled landscaping & stone patios & walkways.",30.4615097,-97.78460693,1,0,1,0,262000,6838,1465,2,3,1,179
